106699
2076	1	3
2076	101121	1
2076	0	11
2076	1	0
1874	1	7
1874	87392	10
1874	0	11
1874	101122	0
2077	1	8
2077	1	0
2077	0	2
2077	0	11
2078	0	11
2078	2	2
2078	94206	1
2078	101123	0
1875	1	11
1875	8	3
1875	0	8
1875	796	7
2078	94206	1
2078	1	3
2078	2	2
2078	0	11
2077	1	3
2077	0	2
2077	1	8
2077	0	11
2076	1	3
2076	1	8
2076	0	11
2076	94207	10
2078	101124	10
2078	0	11
2078	101123	0
2078	1	3
2076	1	7
2076	94207	10
2076	1	8
2076	0	2
2076	1	8
2076	1	0
2076	0	11
2076	0	2
2077	101125	10
2077	1	7
2077	0	2
2077	1	3
2077	1	8
2077	1	7
2077	101125	10
2077	107655	1
2078	1	7
2078	1	8
2078	1	3
2078	101124	10
1875	1	11
1875	0	2
1875	0	8
1875	8	3
1875	101126	10
1875	94208	0
1875	796	7
1875	0	8
2079	87393	1
2079	0	8
2079	0	2
2079	107656	10
1874	0	11
1874	1	8
1874	2	2
1874	94209	1
1875	101126	10
1875	94208	0
1875	0	8
1875	101127	1
2079	0	8
2079	0	2
2079	0	11
2079	87393	1
2078	1	8
2078	1	7
2078	2	2
2078	94206	1
1874	87392	10
1874	2	2
1874	101122	0
1874	1	7
1874	1	8
1874	87392	10
1874	94209	1
1874	1	3
2076	1	8
2076	101121	1
2076	94207	10
2076	1	0
2079	1	3
2079	1	7
2079	1	0
2079	87393	1
2079	0	8
2079	0	2
2079	1	7
2079	1	0
2077	0	2
2077	1	7
2077	1	3
2077	1	0
1875	796	7
1875	0	2
1875	94208	0
1875	101127	1
2079	0	2
2079	1	7
2079	1	3
2079	87393	1
1874	87392	10
1874	1	8
1874	94209	1
1874	1	7
2891	94210	10
2891	2	2
2891	1	8
2891	10523	1
2892	1	3
2892	87394	1
2892	0	2
2892	1	0
2893	94211	1
2893	87395	10
2893	2	2
2893	1	7
2894	1	3
2894	1	0
2894	2	2
2894	101128	1
2891	1	8
2891	1	7
2891	1	0
2891	10523	1
2895	0	8
2895	1	3
2895	94212	10
2895	62820	1
2896	0	8
2896	2	2
2896	1	7
2896	101129	1
2897	1	7
2897	1	0
2897	2	2
2897	0	8
2898	1	7
2898	94213	0
2898	1	3
2898	1	8
2897	101130	1
2897	0	8
2897	101131	10
2897	2	2
2899	0	8
2899	2	2
2899	1	7
2899	62821	1
2900	2	2
2900	1	3
2900	1	8
2900	94214	1
2893	107657	0
2893	1	7
2893	2	2
2893	87395	10
2900	87396	10
2900	94214	1
2900	1	3
2900	1	0
2901	1	7
2901	101132	0
2901	0	8
2901	87397	1
2902	1	3
2902	87398	10
2902	558	0
2902	87399	1
2903	2	2
2903	0	8
2903	94215	0
2903	62822	1
2892	1	0
2892	0	2
2892	1	8
2892	87394	1
2897	0	8
2897	101130	1
2897	1	3
2897	1	0
2895	1	0
2895	1	7
2895	0	2
2895	62820	1
2898	2	2
2898	1	8
2898	1	7
2898	107658	10
2903	0	8
2903	94215	0
2903	101133	10
2903	62822	1
2896	101129	1
2896	1	7
2896	0	8
2896	1	3
2892	0	2
2892	87394	1
2892	101134	10
2892	1	8
