15678
2046	1	3
2046	0	11
1851	1	7
1851	0	11
2047	1	8
2047	0	2
2047	0	11
2048	0	11
2048	2	2
1852	1	11
1852	8	3
1852	0	8
1852	789	7
2048	1	3
2048	2	2
2048	0	11
2047	1	3
2047	0	2
2047	1	8
2047	0	11
2046	1	3
2046	1	8
2046	0	11
2048	0	11
2048	1	3
2046	1	7
2046	1	8
2046	0	2
2046	1	8
2046	0	11
2046	0	2
2047	1	7
2047	0	2
2047	1	3
2047	1	8
2047	1	7
2048	1	7
2048	1	8
2048	1	3
1852	1	11
1852	0	2
1852	0	8
1852	8	3
1852	789	7
1852	0	8
2049	0	8
2049	0	2
1851	0	11
1851	1	8
1851	2	2
1852	0	8
2049	0	8
2049	0	2
2049	0	11
2048	1	8
2048	1	7
2048	2	2
1851	2	2
1851	1	7
1851	1	8
1851	1	3
2046	1	8
2049	1	3
2049	1	7
2049	0	8
2049	0	2
2049	1	7
2047	0	2
2047	1	7
2047	1	3
1852	789	7
1852	0	2
2049	0	2
2049	1	7
2049	1	3
1851	1	8
1851	1	7
2850	2	2
2850	1	8
2851	1	3
2851	0	2
2852	2	2
2852	1	7
2853	1	3
2853	2	2
2850	1	8
2850	1	7
2854	0	8
2854	1	3
2855	0	8
2855	2	2
2855	1	7
2856	1	7
2856	2	2
2856	0	8
2857	1	7
2857	1	3
2857	1	8
2856	0	8
2856	2	2
2858	0	8
2858	2	2
2858	1	7
2859	2	2
2859	1	3
2859	1	8
2852	1	7
2852	2	2
2859	1	3
2860	1	7
2860	0	8
2861	1	3
2862	2	2
2862	0	8
2851	0	2
2851	1	8
2856	0	8
2856	1	3
2854	1	7
2854	0	2
2857	2	2
2857	1	8
2857	1	7
2862	0	8
2855	1	7
2855	0	8
2855	1	3
2851	0	2
2851	1	8
2860	1	7
2860	0	8
2854	0	2
2854	1	7
1444	1	3
1444	1	8
2863	1	8
2863	1	3
2853	1	7
2853	0	8
2853	1	3
2853	2	2
2862	1	7
2862	2	2
2862	1	3
2864	2	2
2864	32	7
2852	2	2
2852	1	3
2859	1	3
2850	1	7
2861	2	2
2861	0	8
2861	1	3
2857	1	8
2857	1	7
2857	1	3
1444	1	7
1444	1	8
1444	0	2
2856	0	8
2856	2	2
1444	1	7
1444	1	8
2865	0	2
2865	0	3
2865	0	8
2851	1	7
2851	0	2
2851	1	3
2851	1	3
2851	1	8
2855	1	7
2855	0	8
2855	2	2
2855	1	3
2855	1	7
2863	1	8
2863	0	2
2865	0	8
2866	2	2
2866	1	7
2866	0	8
2860	1	3
2860	0	8
2860	2	2
2860	1	7
2861	1	7
2861	1	3
2854	0	2
2858	2	2
2858	1	3
2864	0	3
2864	32	7
2864	2	2
2864	0	3
2863	1	8
2867	0	2
2867	0	8
2861	1	3
2861	0	8
2855	2	2
2855	0	8
2853	2	2
2853	0	8
2858	1	3
2858	1	7
2856	0	8
2856	1	3
2856	2	2
2858	1	3
2858	1	7
2859	1	8
2859	2	2
2859	1	7
2863	1	7
2863	0	2
2865	32	7
2865	0	8
2857	2	2
2857	1	8
2866	0	8
2866	2	2
2862	1	3
2862	2	2
2865	32	7
2865	0	2
2867	1	7
2867	1	3
2867	0	2
1444	0	2
1444	1	7
2853	1	7
2853	1	3
2853	0	8
2865	32	7
2865	0	3
2864	2	2
2860	1	7
2860	1	3
2860	0	8
2864	2	2
2864	0	3
2852	1	7
2852	1	3
2867	0	2
2867	1	3
2867	0	8
2867	0	2
2867	1	3
1444	0	2
1444	1	3
2858	1	7
2858	1	3
2850	1	3
2850	1	7
2864	2	2
2864	0	3
2866	1	3
2866	0	8
2866	2	2
2860	1	3
2852	1	7
2852	1	3
2852	0	8
2852	2	2
2854	0	2
2854	1	3
2854	1	7
2866	1	3
2866	0	8
2866	1	7
2853	2	2
2853	0	8
2853	1	3
2866	2	2
2866	1	7
2863	1	8
2863	1	3
2863	1	7
2862	1	3
2862	0	8
2867	1	7
2859	1	8
2859	2	2
2857	2	2
2857	1	7
2857	1	3
2850	2	2
2850	1	3
2850	1	7
2050	0	8
2050	0	11
2050	171	7
1352	0	8
1352	1	11
1352	0	8
1352	2	2
1352	57	3
2050	0	8
2050	171	7
2050	5507	3
2050	0	2
2050	0	2
2050	0	11
2050	0	2
2050	0	8
2050	0	8
2050	171	7
2050	0	2
1352	1	11
1352	107989	40
1352	2	2
1352	107991	7
1352	2	2
2868	187	5
2868	416	3
2868	79	4
1853	5817	4
1853	107993	15
1854	1	3
1854	94554	5
1854	2	2
2869	6	3
2869	94558	5
6101	2	2
6101	67	4
6101	1	3
6101	1	3
6101	67	4
6101	2	2
6101	101473	5
6101	67	4
6101	2	2
2870	94559	5
2870	2	2
2871	431	4
2871	8	3
1853	87728	5
1853	6	3
1853	5817	4
1725	64	4
1725	0	3
1725	208	5
1854	2	2
1854	101477	4
1854	1	3
2051	2	2
2051	94561	5
2051	9741	4
2868	187	5
2868	416	3
2868	2	2
2868	79	4
2871	2	2
2871	101478	5
2871	8	3
2868	416	3
2868	79	4
2869	131	4
2869	2	2
2872	0	3
2872	62920	4
2872	87730	5
2872	87730	5
2872	62920	4
2872	0	3
2869	2	2
2869	131	4
2869	6	3
2052	87731	5
2052	0	3
2871	8	3
2871	431	4
2869	131	4
2869	6	3
2869	2	2
2869	94558	5
2869	131	4
2869	6	3
2869	94558	5
2868	187	5
1725	208	5
1725	101480	14
2053	94566	5
2053	50	4
1725	0	3
1725	64	4
1725	2	2
2872	0	3
2872	62920	4
1854	2	2
1854	94554	5
2872	87730	5
2872	62920	4
2872	0	3
1854	101477	4
1854	2	2
1854	94554	5
2868	2	2
2868	416	3
2052	0	3
2052	24	4
1853	87728	5
1853	5817	4
2051	9741	4
2051	40	3
2053	2	2
2053	94566	5
2870	94569	4
2870	1	3
2870	94559	5
2870	2	2
1853	87728	5
1853	6	3
1853	2	2
2053	50	4
2053	0	3
2053	2	2
2872	62920	4
2872	0	3
2870	94569	4
2870	1	3
2052	2	2
2052	87731	5
2052	0	3
2052	0	3
2052	24	4
2052	87731	5
2870	1	3
2870	94569	4
6101	101473	5
6101	1	3
2051	94561	5
2051	9741	4
2052	87731	5
2052	2	2
2052	24	4
2053	50	4
2053	62921	15
2871	101478	5
2871	2	2
2871	431	4
1854	1	3
6101	67	4
6101	1	3
1725	208	5
1725	64	4
2871	431	4
2871	8	3
2051	9741	4
1725	2	2
1725	208	5
1725	101480	14
2051	94561	5
2051	5579	18
1853	87728	5
1853	5817	4
2870	1	3
2870	94559	5
2053	50	4
2053	0	3
2053	94566	5
2053	62921	15
3888	1	4
3888	2	2
6102	140	4
6102	2	2
6103	689	4
6103	2	2
3889	0	3
3889	24	4
3890	40	3
3890	2	2
3890	198	4
6102	2	2
6102	40	3
3889	0	3
3890	2	2
3890	40	3
3889	2	2
3889	24	4
3889	2	2
3889	24	4
3891	2	2
5508	1048	4
5508	1	3
5508	2	2
5508	1	3
5508	1048	4
6102	40	3
6103	2	2
6103	689	4
3890	2	2
3891	0	3
5508	2	2
5508	1	3
3891	0	3
5508	2	2
5508	1048	4
5508	1	3
3890	2	2
5508	1	3
5508	2	2
5508	1048	4
3888	2	2
3888	1	3
3888	1	4
3891	2	2
3888	2	2
6103	2	2
6103	689	4
6102	2	2
6102	140	4
6103	0	3
3888	2	2
3888	1	3
3890	2	2
3891	2	2
3891	24	4
3889	24	4
6102	2	2
6102	40	3
3888	1	4
3888	2	2
1855	1	7
1855	0	11
1856	94575	11
1856	8	3
1726	0	8
1726	0	2
1726	0	11
2054	0	11
2054	2	2
2054	0	8
2054	0	3
1537	1	8
1537	0	11
2055	0	8
2055	2	2
2056	2	2
2056	0	11
2056	1	7
2056	1	3
2056	1	8
2056	1	8
2056	1	7
2056	0	11
2056	2	2
2056	1	8
2056	1	3
2057	1	7
2057	1	3
2057	0	11
1445	1	7
1445	1	11
2056	1	3
2056	2	2
2056	0	11
1445	1	11
1445	0	8
2058	2	2
2058	0	8
2058	1	11
2057	1	7
2057	0	2
2057	1	3
2057	0	8
1727	1	7
1727	2	2
1727	8	3
1727	6898	8
1728	1	3
1728	1	7
2059	1	3
2059	0	11
2059	0	2
1445	0	8
1445	2	2
1445	1	11
1857	1	3
1857	1	7
1856	171	7
1856	2	2
1856	94575	11
1855	1	3
1855	0	11
1855	2	2
2057	0	2
2057	1	7
2058	1	11
2058	0	8
2058	1	3
1728	0	11
1728	1	7
1728	2	2
2060	789	7
2060	2	2
2057	1	3
2057	0	2
2057	0	11
2060	1	11
2060	1	3
1857	1	8
1857	2	2
1857	1	3
2059	0	2
2059	0	11
1728	1	8
1726	0	11
1726	0	8
1726	1	3
1726	1	7
2061	1	7
2061	2	2
2061	87746	8
2055	0	8
2055	0	11
1445	2	2
1445	0	8
1445	1	3
1445	1	11
2059	0	8
2059	1	3
2059	1	7
2059	0	11
1727	2	2
1727	6898	8
1856	94575	11
1856	8	3
1728	1	7
1728	1	8
1728	2	2
2059	1	7
2059	0	11
2059	0	8
2055	0	8
2055	0	11
2055	1	7
2054	789	7
2054	0	11
2054	789	7
1726	0	8
1726	0	2
1726	1	7
1726	1	3
2054	0	3
2054	789	7
2060	2	2
2060	2	2
2060	789	7
2060	1	3
2058	1	3
2058	1	11
2061	1	3
2061	0	11
1856	2	2
2054	0	11
2054	2	2
2054	0	11
2054	789	7
1727	1	7
1727	2	2
1726	0	8
1726	0	2
2058	0	8
2058	1	3
2058	2	2
2058	1	11
1855	0	8
1855	1	3
2061	1	7
2061	87746	8
2061	2	2
2061	1	7
2061	87746	8
2061	1	3
2057	1	7
2057	0	11
1727	1	7
1727	2	2
1727	1	11
1857	1	7
1857	1	3
1857	1	11
1537	0	11
1537	1	7
1537	1	3
1537	1	8
1857	1	7
1857	1	11
1857	2	2
1537	1	8
1537	1	3
2061	0	11
2061	87746	8
2061	1	3
1727	1	7
1727	8	3
2055	1	7
2055	1	3
2055	2	2
2059	0	2
2059	0	8
2060	1	8
2060	1	11
2060	789	7
1726	0	8
1726	0	11
1726	0	2
1857	2	2
1857	1	7
1857	1	11
1537	1	3
1537	0	11
1537	1	7
1445	1	3
1537	1	8
1537	0	2
1537	1	3
2055	2	2
2055	1	7
1855	0	8
1855	1	3
1728	1	8
1728	1	3
1728	0	11
2058	1	7
2058	0	8
1855	1	7
1855	1	3
1855	0	11
2873	2	2
2873	1	7
2873	0	8
2873	1	3
2873	0	8
2873	2	2
2874	2	2
2874	0	8
2874	1	3
2874	1	7
2873	2	2
2873	1	7
2873	0	8
2874	1	7
2874	2	2
2874	2	2
2874	0	8
2873	1	3
2873	0	8
2873	1	3
2873	0	8
2873	1	7
2874	2	2
2874	1	3
2062	1	11
2062	2	2
2062	1	11
2062	12010	7
2062	101506	3
2062	0	8
2062	101506	3
2062	12010	7
2062	1	11
2062	1	11
2062	2	2
2062	12010	7
1729	57	3
1729	0	8
1729	171	7
1729	0	8
1729	2	2
2062	12010	7
2062	0	8
1729	0	8
1729	57	3
1729	1	11
1729	2	2
1729	57	3
1729	1	11
1729	0	8
6104	62928	5
6104	12011	4
1538	2	2
1538	13323	4
1538	0	3
1253	62930	5
1253	2	2
2875	62931	5
2875	470	4
2875	470	4
2875	62931	5
2875	8	3
3892	87749	4
3892	2	2
1253	2	2
1253	62930	5
1253	0	3
1253	33743	15
1253	62930	5
1253	0	3
1253	102	4
2876	62932	5
2876	17	3
2876	6899	4
3892	20	5
3892	1	3
1538	0	3
1538	7940	5
1253	62930	5
1253	2	2
1253	102	4
2877	8	3
2877	758	4
2877	2	2
1253	62930	5
1253	2	2
1253	0	3
6104	62928	5
6104	12011	4
6104	2	2
6104	12011	4
6104	655	3
6104	2	2
6104	62928	5
2877	8	3
2877	94597	5
1538	7940	5
3892	20	5
3892	87749	4
3892	1	3
6104	62928	5
6104	2	2
6104	655	3
6104	12011	4
2875	62931	5
2875	470	4
2875	62931	5
2875	8	3
2875	470	4
2875	2	2
6104	62928	5
6104	655	3
6104	12011	4
2877	94597	5
2877	758	4
2876	62932	5
2876	17	3
1538	7940	5
1538	0	3
1538	13323	4
2877	8	3
2877	758	4
3892	87749	4
3892	20	5
3892	1	3
3892	2	2
2876	62932	5
2876	17	3
2876	62932	5
2877	2	2
2877	758	4
2877	94597	5
1538	13323	4
1538	2	2
1538	7940	5
2875	8	3
2875	62931	5
2876	17	3
2876	6899	4
2876	62932	5
3892	20	5
3892	87749	4
2879	94601	14
2896	7154	6
2070	108018	14
2922	101568	14
2075	108025	18
1356	87959	18
2071	101590	14
2918	101592	14
2922	101568	14
1859	108028	14
2879	94601	14
1356	87959	18
2918	101592	14
1356	87959	18
2065	108033	18
2878	108036	18
2930	9743	25
2930	9743	25
2879	94601	14
2940	101650	14
2064	108050	14
1193	108052	36
2896	7154	6
2942	101684	14
2070	11470	25
2070	11470	25
2940	101650	14
2942	101684	14
6105	518	4
6105	0	3
6105	518	4
6105	0	3
6105	2	2
3995	19	3
